General.EstateTypeKey;General.ReferenceNumber;General.DistributionTypeKey;General.ConstructionYear;General.LivingSpace;Tealium.object_locationid;Tealium.object_address_is_visible;Tealium.object_zip;Tealium.object_currency;Tealium.object_features;Tealium.object_objektart_sub;Tealium.expose_type;Tealium.broker_guid;Tealium.object_count_photos;LocalRatings.scores.local_amenities;LocalRatings.scores.mobility;MetaBadges;Price.AdditionalInformation.Commission.CommissionType;EstateAddress.City;EstateAddress.ZipCode;EstateAddress.Street;Offerer.addressGuid;Offerer.globalUserId;Offerer.contactData.companyName;Project.Address.PostCode;Project.Address.Street;Project.Address.HouseNumber;Latitude;Longitude;Stadtteil;Stadt;PRICE;Column1;ROOMS;PRICE_COMMONCHARGE;EnergyType;Class;Value;CATEGORY;FLOOR;USAGE;SUITABILITY;CONDITION;HOUSECONDITION;PARKINGSLOT;ENERGY;BUILDINGTYPE;HEATING;ELEVATOR;EQUIPMENTS
WOHNUNG;P1369/Eh3;ZUM_KAUF;19910;350;493534;FALSE;90478;EUR;['WANNE', 'Kelleranteil', 'GAS', 'Zentralheizung', 'abstellraum', 'Einbauküche', 'REINIGUNG'];wohnung;standard;10717;20;70;97;[];COMMISSION_REQUIRED;Nürnberg;90478;;2544;10717;Bum Immobilien IVD;;;;4944504;1110302;St Peter;Nürnberg;980000;98000;10;;UNDEFINED;DE_ENV2014_CLASS_F;19363;;;;;;;;Gas;;Zentralheizung;;
WOHNUNG;258/Eh2;ZUM_KAUF;19700;770;493465;FALSE;90471;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'FERN', 'OEL', 'Zentralheizung', 'frei', 'Balkon', 'Kunststofffenster'];wohnung;standard;7332892;90;75;89;[];COMMISSION_REQUIRED;Nürnberg;90471;;F8357CA7291A454291FEF199D73424A0;7332892;"ProKonzept Immobilien GmbH&a;Co.KG";;;;4940815;1113376;Langwasser;Nürnberg;2150000;215000;30;;UNDEFINED;DE_ENV2014_CLASS_D;1280;;13. Geschoss;frei;;;;;Fernwärme, Öl;;Zentralheizung;Personenaufzug;
WOHNUNG;Typ D_ETW 9;ZUM_KAUF;20250;11203;493404;TRUE;90475;EUR;['Neubau', 'barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'ESTRICH', 'FLIESEN', 'KFW55', 'Kapitalanlage', 'frei', 'abstellraum', 'offene Küche', 'Tiefgarage', 'REINIGUNG', 'Sat', 'Balkon', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;35263;440;56;70;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90475;Schornbaumstraße 4;86A195E5EDDF7E429FE342692B390F35;35263;"Siebentritt &a; Donauer GmbH";90475;Schornbaumstraße ;4;4940941;111686;Altenfurt;Nürnberg;7282000;728200;40;;;;;;1. Geschoss;frei;barrierefrei;;Neubau;Tiefgarage;Solar;KfW 55;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;Typ H_PH 18;ZUM_KAUF;20250;16377;493404;TRUE;90475;EUR;['Neubau', 'barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Dachgeschoss', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'ESTRICH', 'FLIESEN', 'KFW55', 'Kapitalanlage', 'frei', 'abstellraum', 'offene Küche', 'Tiefgarage', 'REINIGUNG', 'Sat', 'Terrasse', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];PENTHOUSE;project;35263;510;56;70;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90475;Schornbaumstraße 4;86A195E5EDDF7E429FE342692B390F35;35263;"Siebentritt &a; Donauer GmbH";90475;Schornbaumstraße ;4;4940941;111686;Altenfurt;Nürnberg;11447000;1144700;30;;;;;Penthouse;3. Geschoss (Dachgeschoss);frei;barrierefrei;;Neubau;Tiefgarage;Solar;KfW 55;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;FÜ-LK0049;ZUM_KAUF;19720;297;493408;FALSE;90462;EUR;['Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'OEL', 'Zentralheizung', 'LAMINAT', 'vermietet', 'kable_sat_tv'];wohnung;standard;44588;20;79;96;[];COMMISSION_DEFAULT;Nürnberg;90462;;57A44313CE104B41BCCACAC3040E5AD2;44588;IAD Immobilien Agentur Deutschland GmbH;;;;4943964;1109467;Bleiweiß;Nürnberg;1100000;110000;10;1620;;;;;Erdgeschoss;vermietet;;;;;Öl;;Zentralheizung;Personenaufzug;
WOHNUNG;258/Eh1;ZUM_KAUF;19700;770;493465;FALSE;90471;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'FERN', 'OEL', 'Zentralheizung', 'frei', 'Stellplatz', 'Balkon', 'Kunststofffenster'];wohnung;standard;7332892;90;75;89;[];COMMISSION_REQUIRED;Nürnberg;90471;;F8357CA7291A454291FEF199D73424A0;7332892;"ProKonzept Immobilien GmbH&a;Co.KG";;;;4940815;1113376;Langwasser;Nürnberg;2150000;215000;30;;UNDEFINED;DE_ENV2014_CLASS_D;1280;;13. Geschoss;frei;;;;1 Stellplatz;Fernwärme, Öl;;Zentralheizung;Personenaufzug;
WOHNUNG;0-10212059_4;ZUM_KAUF;20240;8364;493416;TRUE;90451;EUR;['Balkon', 'provisionsfrei'];wohnung;standard;50312;70;65;81;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90451;Spalter Straße 10;4526A07CABB04885A41640DEC015927A;50312;ImmoService GmbH VR-Banken Metropolregion Nürnberg;;;;4940306;1103293;Eibach;Nürnberg;5340000;534000;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;170;;1. Geschoss;;;;;;;;;;
WOHNUNG;Typ B_ETW 2;ZUM_KAUF;20250;4294;493404;TRUE;90475;EUR;['Neubau', 'barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'PARKETT', 'ESTRICH', 'FLIESEN', 'KFW55', 'Kapitalanlage', 'frei', 'abstellraum', 'offene Küche', 'Tiefgarage', 'REINIGUNG', 'Sat', 'Terrasse', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];TERRASSEN;project;35263;440;56;70;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90475;Schornbaumstraße 4;86A195E5EDDF7E429FE342692B390F35;35263;"Siebentritt &a; Donauer GmbH";90475;Schornbaumstraße ;4;4940941;111686;Altenfurt;Nürnberg;2984000;298400;20;;;;;Terrassenwohnung;Erdgeschoss;frei;barrierefrei;;Neubau;Tiefgarage;Solar;KfW 55;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;75352671;ZUM_KAUF;19870;9293;493501;FALSE;90453;EUR;['WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Dachgeschoss', 'GAS', 'Zentralheizung', 'Einbauküche', 'Carport', 'Loggia'];wohnung;standard;32552;100;23;74;[];COMMISSION_REQUIRED;Nürnberg;90453;;89E3F276FEA44727B5B41C320715DD19;32552;"Müller &a; Müller Immobilien GmbH";;;;4938101;1104008;Reichelsdorf;Nürnberg;3180000;318000;45;;UNDEFINED;DE_ENV2014_CLASS_C;896;;Dachgeschoss;;;;;Carport;Gas;;Zentralheizung;;
WOHNUNG;75352256;ZUM_KAUF;19870;11569;493501;FALSE;90453;EUR;['WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Erdgeschoss', 'GAS', 'Zentralheizung', 'gartennutzung', 'abstellraum', 'Einbauküche', 'Carport', 'wintergarten', 'Terrasse'];TERRASSEN;standard;32552;90;23;74;[];COMMISSION_REQUIRED;Nürnberg;90453;;89E3F276FEA44727B5B41C320715DD19;32552;"Müller &a; Müller Immobilien GmbH";;;;4938101;1104008;Reichelsdorf;Nürnberg;4490000;449000;45;;UNDEFINED;DE_ENV2014_CLASS_C;896;Terrassenwohnung;Erdgeschoss;;;;;Carport;Gas;;Zentralheizung;;
WOHNUNG;231-319;ZUM_KAUF;19640;7731;493493;TRUE;90471;EUR;['WANNE', 'Kelleranteil', 'renovierungsbedürftig', 'FERN', 'ELEKTRO', 'Zentralheizung', 'vermietet', 'Balkon', 'provisionsfrei'];wohnung;standard;837154;60;43;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90471;Neuselsbrunn 33;F1EEAED8E3D54BFD8C7AF6867EB292E0;837154;Vonovia SE-Selbstständiger Vertriebspartner;;;;4941476;1111488;Neuselsbrunn;Nürnberg;2120000;212000;30;3370;UNDEFINED;DE_ENV2014_CLASS_D;1250;;2. Geschoss;vermietet;;renovierungsbedürftig / sanierungsbedürftig;;;Elektro, Fernwärme;;Zentralheizung;;
WOHNUNG;1295 (1/1295);ZUM_KAUF;19730;350;493474;FALSE;90402;EUR;['Neubau', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'Massivhaus', 'ELEKTRO', 'Fußbodenheizung', 'Etagenheizung', 'LAMINAT', 'FLIESEN', 'Kapitalanlage', 'wasch_trockenraum', 'Holzfenster'];wohnung;standard;40484;140;84;97;[];COMMISSION_REQUIRED;Nürnberg;90402;;2C76D1E047D74225AE39CB99E29D0DAD;40484;TWE-Immobilien Thomas Erthle e. K.;;;;4945021;1107551;Lorenz;Nürnberg;1750000;175000;10;1200;UNDEFINED;DE_ENV2014_CLASS_E;1461;;3. Geschoss;;;gepflegt;Neubau;;Elektro;;Etagenheizung, Fußbodenheizung;Personenaufzug;
WOHNUNG;32;ZUM_KAUF;20220;4693;493434;TRUE;90443;EUR;['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'Einbauküche'];wohnung;project;32368;30;72;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Kohlenhofstr. 60;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;90443;Kohlenhof;60;4945044;1105372;Gostenhof;Nürnberg;2790000;279000;20;;UNDEFINED;DE_ENV2014_CLASS_B;713;;1. Geschoss;;barrierefrei;;;;Gas;;Fußbodenheizung;Personenaufzug;
WOHNUNG;44240101-023564;ZUM_KAUF;19730;6595;493552;FALSE;90402;EUR;['DUSCHE', 'Kelleranteil', 'Personenaufzug', 'OEL', 'LAMINAT', 'FLIESEN', 'Einbauküche', 'BETREUTES_WOHNEN', 'Balkon'];wohnung;standard;7449510;250;74;97;[];COMMISSION_REQUIRED;Nürnberg;90402;;DF53CFAC6693476C9DD6318E1BAF82C5;7449510;Postbank Immobilien GmbH;;;;4945275;1109419;Wöhrd;Nürnberg;2980000;298000;20;3780;UNDEFINED;DE_ENV2014_CLASS_C;966;;5. Geschoss;;;;;1 Stellplatz;Öl;;;Personenaufzug;
WOHNUNG;173 (1/173);ZUM_KAUF;19570;540;493422;FALSE;90408;EUR;['WANNE', 'FENSTER', 'Kelleranteil', 'FERNE', 'GAS', 'PARKETT', 'DIELEN', 'abstellraum', 'Einbauküche', 'wg_geeignet', 'REINIGUNG', 'Balkon', 'Aluminiumfenster'];wohnung;standard;2582126;60;75;97;[];COMMISSION_REQUIRED;Nürnberg;90408;;9EAF7D88A3414BA1AD717643ED0CE62A;2582126;Perfecta Immobilien;;;;4946293;1107721;Gärten h d Veste;Nürnberg;2185000;218500;20;1700;UNDEFINED;DE_ENV2014_CLASS_F;1907;;4. Geschoss;;WG-geeignet;;;;Gas;;;;
WOHNUNG;19;ZUM_KAUF;20220;731;493434;TRUE;90443;EUR;['barriefrei', 'WANNE', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Einbauküche', 'Terrasse'];wohnung;project;32368;30;72;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Kohlenhofstr. 60;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;90443;Kohlenhof;60;4945044;1105372;Gostenhof;Nürnberg;4100000;410000;20;;UNDEFINED;DE_ENV2014_CLASS_B;713;;Erdgeschoss;;barrierefrei;;;;Gas;;Fußbodenheizung;Personenaufzug;
WOHNUNG;026 (1/11);ZUM_KAUF;19710;5343;493408;FALSE;90461;EUR;['WANNE', 'Kelleranteil', 'Erdgeschoss', 'GEPFLEGT', 'ELEKTRO', 'LAMINAT', 'FLIESEN', 'abstellraum', 'offene Küche', 'wasch_trockenraum', 'Kunststofffenster'];wohnung;standard;5796261;80;80;97;[];COMMISSION_REQUIRED;Nürnberg;90461;;90771FBD8667474BBC4329A84886544B;5796261;Angermüller Immobilien Management;;;;4943964;1109467;Bleiweiß;Nürnberg;1790000;179000;20;;UNDEFINED;DE_ENV2014_CLASS_B;665;;Erdgeschoss;;;gepflegt;;;Elektro;;;;
WOHNUNG;V2023/07;ZUM_KAUF;19750;340;493465;TRUE;90471;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'FERN', 'GAS', 'LAMINAT', 'FLIESEN', 'frei', 'Tiefgarage', 'wasch_trockenraum', 'Loggia', 'Holzfenster'];wohnung;standard;1359099;80;51;84;[];COMMISSION_REQUIRED;Nürnberg;90471;Zugspitzstraße 96;ce8d9d51b8b84152936bc54cb9365c2b;1359099;Weisser Immobilien GbR;;;;4940815;1113376;Langwasser;Nürnberg;1190000;119000;10;1200;UNDEFINED;DE_ENV2014_CLASS_C;958;;1. Geschoss;frei;;gepflegt;;Tiefgarage;Fernwärme, Gas;;;Personenaufzug;
WOHNUNG;B-19;ZUM_KAUF;20230;835;493440;TRUE;90425;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Loggia', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42937;150;41;91;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90425;Großreuther Straße 165;33995219B23B42908E7585D8C190AB08;42937;Schultheiß Projektentwicklung AG;90425;Großreuther Straße;165;4947379;1108631;Großreuth h d Veste;Nürnberg;7459500;745950;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;175;;2. Geschoss;;;;Neubau;Tiefgarage;;KfW 40;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;B-06;ZUM_KAUF;20230;870;493440;TRUE;90425;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Terrasse', 'Kunststofffenster', 'provisionsfrei'];TERRASSEN;project;42937;160;41;91;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90425;Großreuther Straße 165;33995219B23B42908E7585D8C190AB08;42937;Schultheiß Projektentwicklung AG;90425;Großreuther Straße;165;4947379;1108631;Großreuth h d Veste;Nürnberg;7899500;789950;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;175;Terrassenwohnung;Erdgeschoss;;;;Neubau;Tiefgarage;;KfW 40;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;0-10212059_1;ZUM_KAUF;20240;11198;493416;TRUE;90451;EUR;['Erdgeschoss', 'Terrasse', 'provisionsfrei'];wohnung;standard;50312;80;65;81;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90451;Spalter Straße 10;4526A07CABB04885A41640DEC015927A;50312;ImmoService GmbH VR-Banken Metropolregion Nürnberg;;;;4940306;1103293;Eibach;Nürnberg;6385000;638500;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;170;;Erdgeschoss;;;;;;;;;;
WOHNUNG;C21_JUTR_31531;ZUM_KAUF;19530;710;493479;FALSE;90409;EUR;['OEL'];wohnung;standard;6780441;80;76;97;[];COMMISSION_DEFAULT;Nürnberg;90409;;800AC72323DC4BB8B40278B9F88EC4A0;6780441;CENTURY 21 N1 Immobilien;;;;4946468;1108784;Maxfeld;Nürnberg;2990000;299000;30;4600;UNDEFINED;DE_ENV2014_CLASS_E;1400;;1. Geschoss;;;;;;Öl;;;;
WOHNUNG;;ZUM_KAUF;18990;330;493434;FALSE;90429;EUR;['DUSCHE', 'FENSTER', 'Kelleranteil', 'NEUWERTIG', 'LUFTWP', 'ELEKTRO', 'GAS', 'Fußbodenheizung', 'Zentralheizung', 'moebliert', 'PARKETT', 'frei', 'offene Küche', 'Holzfenster', 'provisionsfrei'];wohnung;project;8839767;60;65;95;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;688CFCEAF0B34660B208660E3A1F9AC5;8839767;Urban Builders GmbH;90429;Mendelstr.;26;4945044;1105372;Gostenhof;Nürnberg;2090000;209000;10;;UNDEFINED;DE_ENV2014_CLASS_B;561;;Erdgeschoss;frei;;;;;Elektro, Gas;;Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung;;möbliert, neuwertig
WOHNUNG;0-10212377_7;ZUM_KAUF;20250;10637;493520;TRUE;90409;EUR;['PROJEKTIERT', 'Balkon', 'provisionsfrei'];wohnung;project;50312;50;89;97;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90409;Merianstr. 32 + 32a;4526A07CABB04885A41640DEC015927A;50312;ImmoService GmbH VR-Banken Metropolregion Nürnberg;90409;Merianstr.;32 + 32a;4946869;1110224;Schoppershof;Nürnberg;6382200;638220;40;;UNDEFINED;DE_ENV2014_CLASS_B;630;;1. Geschoss;;;;projektiert;;;;;;
WOHNUNG;1/20/003-003/010754;ZUM_KAUF;20010;960;493501;FALSE;90453;EUR;['WANNE', 'DUSCHE', 'Kelleranteil', 'GEPFLEGT', 'Massivhaus', 'GAS', 'Etagenheizung', 'LAMINAT', 'FLIESEN', 'abstellraum', 'Einbauküche', 'Balkon'];wohnung;standard;62386;100;49;84;[];COMMISSION_REQUIRED;Nürnberg;90453;;9A1C082F3A6F415E9EB6FBAA631F1B9B;62386;Sparkasse Nürnberg ImmobilienCenter;;;;4938101;1104008;Reichelsdorf;Nürnberg;3790000;379000;35;1480;UNDEFINED;DE_ENV2014_CLASS_D;1226;;1. Geschoss;;;gepflegt;;1 Stellplatz;Gas;;Etagenheizung;;
WOHNUNG;a086M00001x474tQAA;ZUM_KAUF;20250;2372;493425;FALSE;90402;EUR;['Neubau', 'DUSCHE', 'Personenaufzug', 'ERSTBEZUG', 'FERN', 'moebliert', 'KUNSTSTOFF', 'Kapitalanlage', 'Einbauküche', 'Pantry', 'offene Küche', 'Tiefgarage', 'Kunststofffenster', 'provisionsfrei'];Apartment;project;42969;120;66;97;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90402;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90402;Bahnhofstraße / Reindelstraße;;4944887;1108851;Gleißbühl;Nürnberg;2090000;209000;10;;;;;Apartment;2. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;;;Personenaufzug;möbliert
WOHNUNG;52;ZUM_KAUF;20220;8494;493434;TRUE;90443;EUR;['barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum'];wohnung;project;32368;30;72;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Kohlenhofstr. 60;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;90443;Kohlenhof;60;4945044;1105372;Gostenhof;Nürnberg;4700000;470000;30;;UNDEFINED;DE_ENV2014_CLASS_B;713;;2. Geschoss;;barrierefrei;;;;Gas;;Fußbodenheizung;Personenaufzug;
WOHNUNG;38;ZUM_KAUF;20220;9459;493434;TRUE;90443;EUR;['barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Balkon'];wohnung;standard;32368;30;72;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Kohlenhofstr. 60;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;;;;4945044;1105372;Gostenhof;Nürnberg;5000000;500000;30;;UNDEFINED;DE_ENV2014_CLASS_B;713;;1. Geschoss;;barrierefrei;;;;Gas;;Fußbodenheizung;Personenaufzug;
WOHNUNG;240 (1/240);ZUM_KAUF;19550;620;493537;FALSE;90443;EUR;['PROJEKTIERT', 'GAS', 'provisionsfrei'];wohnung;standard;3176850;50;76;97;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90443;;09459410410B44F9A744537CE2F8DB41;3176850;CS Immobilienprojekte GmbH;;;;4943929;1107396;Steinbühl;Nürnberg;880000;88000;20;;UNDEFINED;;790;;5. Geschoss;;;;projektiert;;Gas;;;;
WOHNUNG;B-14;ZUM_KAUF;20230;980;493440;TRUE;90425;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42937;170;41;91;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90425;Großreuther Straße 165;33995219B23B42908E7585D8C190AB08;42937;Schultheiß Projektentwicklung AG;90425;Großreuther Straße;165;4947379;1108631;Großreuth h d Veste;Nürnberg;8989500;898950;40;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;175;;1. Geschoss;;;;Neubau;Tiefgarage;;KfW 40;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;V230606;ZUM_KAUF;19900;270;493549;FALSE;90425;EUR;['barriefrei', 'Kelleranteil', 'Personenaufzug', 'renoviert', 'Massivhaus', 'GAS', 'Zentralheizung', 'Stellplatz', 'wasch_trockenraum'];wohnung;standard;27636;200;26;79;[];COMMISSION_DEFAULT;Nürnberg;90425;;919A52BE18D6324386334FF7407A1016;27636;City Immobilien Nürnberg e.K., Inh. Silvio Mereu;;;;4947383;1104511;Wetzendorf;Nürnberg;1763000;176300;10;1000;UNDEFINED;DE_ENV2014_CLASS_D;1020;;4. Geschoss;;barrierefrei;renoviert / saniert;;1 Stellplatz;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;20130;280;493432;TRUE;90478;EUR;['Kelleranteil', 'FERN', 'Zentralheizung', 'moebliert', 'Kapitalanlage', 'Einbauküche', 'Balkon', 'provisionsfrei'];wohnung;standard;1621055;90;81;97;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90478;Heideloffstraße 28;9C3E915AB4E34AA0931AC9EF48B1EF39;1621055;Konrad Immo;;;;4944398;1109165;Glockenhof;Nürnberg;1490000;149000;10;;UNDEFINED;;656;;14. Geschoss;;;;;;Fernwärme;;Zentralheizung;;möbliert
WOHNUNG;WG50300;ZUM_KAUF;18870;18433;493518;FALSE;90427;EUR;['WANNE', 'BIDET', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'GAS', 'Zentralheizung', 'PARKETT', 'FLIESEN', 'abstellraum', 'Einbauküche', 'Carport', 'Balkon'];wohnung;standard;8311653;80;52;85;[];COMMISSION_REQUIRED;Nürnberg;90427;;C6680E6EE029408D9CF6F861035D5D82;8311653;Hegerich Immobilien GmbH Franken;;;;4947211;1103073;Schniegling;Nürnberg;7980000;798000;50;;UNDEFINED;;793;;1. Geschoss;;;;;Carport;Gas;;Zentralheizung;;
WOHNUNG;;ZUM_KAUF;19320;1020;493472;FALSE;90459;EUR;['WANNE', 'gaestewc', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Zentralheizung', 'Balkon', 'provisionsfrei'];wohnung;standard;8388000;10;79;97;[{'label': 'Privater Anbieter', 'highlight': True}];COMMISSION_FREE;Nürnberg;90459;;98EA035B932C4C2CAAA33EF59E64A61A;8388000;;;;;4943972;1108698;Lichtenhof;Nürnberg;3790000;379000;35;;;;;;;;;;;;;;Zentralheizung;Personenaufzug;
WOHNUNG;1/20/003-003/010611;ZUM_KAUF;19740;690;493524;FALSE;90431;EUR;['DUSCHE', 'Kelleranteil', 'Personenaufzug', 'abstellraum', 'Einbauküche', 'Loggia', 'Balkon', 'Terrasse'];PENTHOUSE;standard;62386;100;80;94;[];COMMISSION_REQUIRED;Nürnberg;90431;;9A1C082F3A6F415E9EB6FBAA631F1B9B;62386;Sparkasse Nürnberg ImmobilienCenter;;;;4946008;1104266;Seeleinsbühl;Nürnberg;2800000;280000;20;3670;UNDEFINED;DE_ENV2014_CLASS_D;1166;Penthouse;5. Geschoss;;;;;2 Stellplätze;;;;Personenaufzug;
WOHNUNG;402 (1/402);ZUM_KAUF;19730;830;493443;FALSE;90455;EUR;['Neubau', 'barriefrei', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'Massivhaus', 'OEL', 'Zentralheizung', 'TEPPICH', 'LAMINAT', 'FLIESEN', 'frei', 'Einbauküche', 'Tiefgarage', 'REINIGUNG', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster'];wohnung;standard;2439517;240;69;77;[];COMMISSION_REQUIRED;Nürnberg;90455;;DE01304500A34E11AA08F719A2A2F5A1;2439517;IZF IMMOZENTRALE FRANKEN GmbH;;;;4936832;1108454;Herpersdorf;Nürnberg;2750000;275000;30;3170;UNDEFINED;;1495;;1. Geschoss;frei;barrierefrei;gepflegt;Neubau;Tiefgarage;Öl;;Zentralheizung;Personenaufzug;
WOHNUNG;47;ZUM_KAUF;20220;7946;493434;TRUE;90443;EUR;['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Balkon'];wohnung;project;32368;30;72;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Kohlenhofstr. 60;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;90443;Kohlenhof;60;4945044;1105372;Gostenhof;Nürnberg;4360000;436000;30;;UNDEFINED;DE_ENV2014_CLASS_B;713;;2. Geschoss;;barrierefrei;;;;Gas;;Fußbodenheizung;Personenaufzug;
