General.EstateTypeKey;General.ReferenceNumber;General.DistributionTypeKey;General.ConstructionYear;General.LivingSpace;Tealium.object_locationid;Tealium.object_address_is_visible;Tealium.object_zip;Tealium.object_currency;Tealium.object_features;Tealium.object_objektart_sub;Tealium.expose_type;Tealium.broker_guid;Tealium.object_count_photos;LocalRatings.scores.local_amenities;LocalRatings.scores.mobility;MetaBadges;Price.AdditionalInformation.Commission.CommissionType;EstateAddress.City;EstateAddress.ZipCode;EstateAddress.Street;Offerer.addressGuid;Offerer.globalUserId;Offerer.contactData.companyName;Project.Address.PostCode;Project.Address.Street;Project.Address.HouseNumber;Latitude;Longitude;Stadtteil;Stadt;PRICE;Column1;ROOMS;PRICE_COMMONCHARGE;EnergyType;Class;Value;CATEGORY;FLOOR;USAGE;SUITABILITY;CONDITION;HOUSECONDITION;PARKINGSLOT;ENERGY;BUILDINGTYPE;HEATING;ELEVATOR;EQUIPMENTS
WOHNUNG;001/G1/E114;ZUM_KAUF;20230;24707;493480;TRUE;90482;EUR;['Neubau', 'WANNE', 'gaestewc', 'Bad/WC getrennt', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'Fußbodenheizung', 'PARKETT', 'FLIESEN', 'abstellraum', 'Tiefgarage', 'Loggia', 'Terrasse', 'Aluminiumfenster', 'provisionsfrei'];wohnung;project;4821481;150;77;95;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90482;Ostendstraße 120;69C9B07CBE7147ED868C55D3368C8261;4821481;Instone Real Estate Development GmbH Niederlassung Bayern Nord;90482;Ostendstraße;115;494576;1113188;Mögeldorf;Nürnberg;25390000;2539000;70;;;;;;11. Geschoss;;;Erstbezug;Neubau;Tiefgarage;;;Fußbodenheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19000;690;493430;FALSE;90461;EUR;['Dach ausgebaut', 'WANNE', 'gaestewc', 'Bad/WC getrennt', 'Kelleranteil', 'Dachgeschoss', 'renoviert', 'GAS', 'Etagenheizung', 'DSL', 'LAMINAT', 'FLIESEN', 'vermietet', 'wg_geeignet', 'kable_sat_tv', 'Kunststofffenster'];MAISONETTE;standard;2704438;230;65;97;[];COMMISSION_REQUIRED;Nürnberg;90461;;96453B9B5899480AB506126D5E0E9140;2704438;Immobilien Büro Franken24 UG (haftungsbeschränkt);;;;4942749;1107581;Gibitzenhof;Nürnberg;2250000;225000;20;2800;;;;Maisonette;4. Geschoss (Dachgeschoss);vermietet;WG-geeignet;renoviert / saniert;;;Gas;;Etagenheizung;;
WOHNUNG;;ZUM_KAUF;19720;6946;493465;FALSE;90473;EUR;['WANNE', 'GEPFLEGT', 'FERN', 'LAMINAT', 'FLIESEN', 'Kapitalanlage', 'vermietet', 'abstellraum', 'Tiefgarage', 'Balkon', 'Kunststofffenster'];wohnung;standard;7111707;10;57;78;[];COMMISSION_DEFAULT;Nürnberg;90473;;9C587ED116BD427E9DD13790553F0A5F;7111707;"W &a; F Liegenschaften GmbH";;;;4940815;1113376;Langwasser;Nürnberg;1950000;195000;30;2830;;;;;8. Geschoss;vermietet;;gepflegt;;Tiefgarage;Fernwärme;;;;
WOHNUNG;X4_301;ZUM_KAUF;20230;8281;493524;TRUE;90429;EUR;['Neubau', 'DUSCHE', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'LAMINAT', 'KUNSTSTOFF', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Balkon', 'KAMERA', 'Aluminiumfenster', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;60;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Maximilianstraße 56;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;4836230;483623;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;3. Geschoss;;;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;X4_204;ZUM_KAUF;20230;7552;493524;TRUE;90429;EUR;['Neubau', 'DUSCHE', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'LAMINAT', 'KUNSTSTOFF', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Balkon', 'KAMERA', 'Aluminiumfenster', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;60;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Maximilianstraße 56;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;4339560;433956;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;2. Geschoss (Erdgeschoss);;;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;X4_103;ZUM_KAUF;20230;4677;493524;TRUE;90429;EUR;['Neubau', 'barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'KFW55', 'frei', 'offene Küche', 'REINIGUNG', 'Balkon', 'KAMERA', 'Aluminiumfenster', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;60;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Maximilianstraße 56;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;2510000;251000;20;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;1. Geschoss (Erdgeschoss);frei;barrierefrei;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;X4_203;ZUM_KAUF;20230;4677;493524;TRUE;90429;EUR;['Neubau', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'KFW55', 'frei', 'offene Küche', 'REINIGUNG', 'Balkon', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;60;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Maximilianstraße 56;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;2550000;255000;20;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;2. Geschoss (Erdgeschoss);frei;;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;X4_101;ZUM_KAUF;20230;8376;493524;FALSE;90429;EUR;['Neubau', 'DUSCHE', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'KUNSTSTOFF', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Balkon', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;50;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;4477100;447710;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;1. Geschoss;;;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;X4_403;ZUM_KAUF;20230;4677;493524;TRUE;90429;EUR;['Neubau', 'barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'FERNE', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'BLOCK', 'Fußbodenheizung', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'KFW55', 'frei', 'offene Küche', 'REINIGUNG', 'Balkon', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;53124;60;82;96;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Maximilianstraße 56;F2237DED191344059DB32E4F5C9709F0;53124;EcoLoft Gruppe AG ;90429;Maximilianstraße ;56;4946008;1104266;Seeleinsbühl;Nürnberg;2650000;265000;20;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;245;;4. Geschoss (Erdgeschoss);frei;barrierefrei;Erstbezug;Neubau;;Blockheizkraftwerk;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;a087R00001FaAA1QAN;ZUM_KAUF;20250;6984;493485;FALSE;90429;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Fußbodenheizung', 'DSL', 'PARKETT', 'FLIESEN', 'KFW55', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'Loggia', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;65;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90429;Adolf-Braun-Straße ;;4946166;1103136;Muggenhof;Nürnberg;4100000;410000;25;;;;;;1. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;a087R00001Fa8hpQAB;ZUM_KAUF;20250;6721;493485;FALSE;90429;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Fußbodenheizung', 'DSL', 'PARKETT', 'FLIESEN', 'KFW55', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'Loggia', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;65;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90429;Adolf-Braun-Straße ;;4946166;1103136;Muggenhof;Nürnberg;4200000;420000;20;;;;;;1. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;a087R00001FaCbxQAF;ZUM_KAUF;20250;1238;493485;FALSE;90429;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Fußbodenheizung', 'DSL', 'Garten', 'PARKETT', 'FLIESEN', 'KFW55', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'Terrasse', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;65;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90429;Adolf-Braun-Straße ;;4946166;1103136;Muggenhof;Nürnberg;7850000;785000;50;;;;;;Erdgeschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;a087R00001Fa8eaQAB;ZUM_KAUF;20250;3999;493485;FALSE;90429;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Fußbodenheizung', 'DSL', 'PARKETT', 'FLIESEN', 'KFW55', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'Loggia', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;65;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90429;Adolf-Braun-Straße ;;4946166;1103136;Muggenhof;Nürnberg;2550000;255000;15;;;;;;1. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;187 (2/187);ZUM_KAUF;19670;730;493493;TRUE;90471;EUR;['WANNE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Zentralheizung', 'TEPPICH', 'LAMINAT', 'KUNSTSTOFF', 'abstellraum', 'Einbauküche', 'REINIGUNG', 'wasch_trockenraum', 'Loggia', 'kable_sat_tv', 'Kunststofffenster'];wohnung;standard;2517682;100;36;90;[];COMMISSION_REQUIRED;Nürnberg;90471;Neuselsbrunn 31;A8E98D826C61478EBCA91EEE2E03F303;2517682;"Aktiva Immobilien &a; Management GmbH";;;;4941476;1111488;Neuselsbrunn;Nürnberg;2250000;225000;30;6600;UNDEFINED;DE_ENV2014_CLASS_E;1330;;1. Geschoss;;;gepflegt;;;Fernwärme;;Zentralheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19580;740;493529;FALSE;90419;EUR;['GAS', 'Zentralheizung'];wohnung;standard;3325409;70;79;95;[];COMMISSION_REQUIRED;Nürnberg;90419;;CA4ACC6A7CE14BFD93A02E7C6696C428;3325409;immo-point-24 GmbH;;;;4946145;1106072;St Johannis;Nürnberg;2590000;259000;30;;;;;;4. Geschoss;;;;;;Gas;;Zentralheizung;;
WOHNUNG;a087R00001FaCW3QAN;ZUM_KAUF;20250;9955;493485;FALSE;90429;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'FERN', 'Fußbodenheizung', 'DSL', 'PARKETT', 'FLIESEN', 'KFW55', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'Loggia', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;65;90;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90429;Adolf-Braun-Straße ;;4946166;1103136;Muggenhof;Nürnberg;5800000;580000;35;;;;;;1. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Fernwärme;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;009/G4/E13;ZUM_KAUF;20250;7364;493410;TRUE;90427;EUR;['Neubau', 'WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'PELLET', 'Fußbodenheizung', 'Zentralheizung', 'PARKETT', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Tiefgarage', 'Terrasse', 'provisionsfrei'];PENTHOUSE;project;4821481;100;58;59;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90427;Erich-Ollenhauer-Straße 39;69C9B07CBE7147ED868C55D3368C8261;4821481;Instone Real Estate Development GmbH Niederlassung Bayern Nord;90427;Erich-Ollenhauer-Straße;39;4951703;1102298;Boxdorf;Nürnberg;4990000;499000;20;;;;;Penthouse;;;;Erstbezug;Neubau;Tiefgarage;Pellets;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;009/G8/E4;ZUM_KAUF;20250;11034;493410;TRUE;90427;EUR;['Neubau', 'WANNE', 'gaestewc', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'PELLET', 'Fußbodenheizung', 'Zentralheizung', 'Garten', 'PARKETT', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Tiefgarage', 'Terrasse', 'provisionsfrei'];TERRASSEN;project;4821481;100;58;59;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90427;Erich-Ollenhauer-Straße 39;69C9B07CBE7147ED868C55D3368C8261;4821481;Instone Real Estate Development GmbH Niederlassung Bayern Nord;90427;Erich-Ollenhauer-Straße;39;4951703;1102298;Boxdorf;Nürnberg;7490000;749000;40;;;;;Terrassenwohnung;Erdgeschoss;;;Erstbezug;Neubau;Tiefgarage;Pellets;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19590;750;493560;FALSE;90471;EUR;['WANNE', 'Kelleranteil', 'GEPFLEGT', 'GRANIT', 'PARKETT', 'Balkon'];Apartment;standard;4732977;180;34;81;[];COMMISSION_REQUIRED;Nürnberg;90471;;055959A6188E4D208E0A5A8D28F2D92C;4732977;"MC Immobilien	";;;;4941416;1110365;Zollhaus;Nürnberg;3190000;319000;30;1780;;;;Apartment;3. Geschoss;;;gepflegt;;;;;;;
WOHNUNG;009/G7/E12;ZUM_KAUF;20250;10527;493410;TRUE;90427;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'PELLET', 'Fußbodenheizung', 'Zentralheizung', 'PARKETT', 'FLIESEN', 'KFW55', 'abstellraum', 'offene Küche', 'Tiefgarage', 'Balkon', 'provisionsfrei'];wohnung;project;4821481;100;58;59;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90427;Erich-Ollenhauer-Straße 39;69C9B07CBE7147ED868C55D3368C8261;4821481;Instone Real Estate Development GmbH Niederlassung Bayern Nord;90427;Erich-Ollenhauer-Straße;39;4951703;1102298;Boxdorf;Nürnberg;6890000;689000;40;;;;;;2. Geschoss;;;Erstbezug;Neubau;Tiefgarage;Pellets;KfW 55;Fußbodenheizung, Zentralheizung;Personenaufzug;
WOHNUNG;V02;ZUM_KAUF;19210;675;493434;TRUE;90429;EUR;['DUSCHE', 'FENSTER', 'Kelleranteil', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'DSL', 'LAMINAT', 'FLIESEN', 'Kapitalanlage', 'kable_sat_tv', 'Kunststofffenster', 'provisionsfrei'];wohnung;standard;66332;310;68;95;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Denisstr.  27;45AD374B027B4AE79ACE665C32394360;66332;Immofreiheit;;;;4945044;1105372;Gostenhof;Nürnberg;2269000;226900;30;2820;;;;;3. Geschoss;;;gepflegt;;;Gas;;Zentralheizung;;
WOHNUNG;427;ZUM_KAUF;20190;2825;493485;FALSE;90429;EUR;['Kelleranteil', 'NEUWERTIG', 'FERN', 'Zentralheizung', 'teilweise möbliert', 'offene Küche', 'Tiefgarage'];Apartment;standard;20566;70;88;94;[];COMMISSION_DEFAULT;Nürnberg / Innenstadtgürtel West/Nord/Ost;90429;;87501BCA08FA4107B1DB72937C9C6627;20566;de Rossi Immobilien;;;;4946166;1103136;Muggenhof;Nürnberg;1780000;178000;10;;UNDEFINED;DE_ENV2014_CLASS_A;450;Apartment;;;;;;Tiefgarage;Fernwärme;;Zentralheizung;;teilweise möbliert, neuwertig
WOHNUNG;5154;ZUM_KAUF;19580;736;493560;FALSE;90471;EUR;['WANNE', 'Bad/WC getrennt', 'FERN', 'Balkon'];wohnung;standard;20435;120;40;85;[];COMMISSION_REQUIRED;Nürnberg;90471;;7EC60F70A4D6408DBFD13397EE14A212;20435;EURAG GmbH;;;;4941416;1110365;Zollhaus;Nürnberg;2490000;249000;30;;;;;;2. Geschoss;;;;;;Fernwärme;;;;
WOHNUNG;20222;ZUM_KAUF;19500;440;493548;FALSE;90441;EUR;['GEPFLEGT', 'GAS', 'Zentralheizung', 'vermietet', 'kable_sat_tv'];wohnung;standard;7919220;70;60;94;[];COMMISSION_DEFAULT;Nürnberg / Südwestliche Außenstadt;90441;;3EAC86786FD946DD8AFA3C53E66559B8;7919220;Wiltz Immobilien;;;;4942039;1105991;Werderau;Nürnberg;1495000;149500;20;10528;UNDEFINED;DE_ENV2014_CLASS_E;1456;;2. Geschoss;vermietet;;gepflegt;;;Gas;;Zentralheizung;;
WOHNUNG;;ZUM_KAUF;19650;900;493422;FALSE;90408;EUR;['WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'renoviert', 'GAS', 'Etagenheizung', 'DSL', 'LAMINAT', 'FLIESEN', 'Kapitalanlage', 'vermietet', 'Einbauküche', 'wg_geeignet', 'kable_sat_tv', 'Balkon', 'Kunststofffenster'];wohnung;standard;69034;110;86;97;[];COMMISSION_REQUIRED;Nürnberg;90408;;108be8c2260f49af834c57cea63f1d7c;69034;Der Immoberater;;;;4946293;1107721;Gärten h d Veste;Nürnberg;3600000;360000;30;2510;;;;;1. Geschoss;vermietet;WG-geeignet;renoviert / saniert;;;Gas;;Etagenheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19670;8838;493417;TRUE;90491;EUR;['WANNE', 'FENSTER', 'Kelleranteil', 'OEL', 'frei', 'abstellraum', 'wasch_trockenraum', 'kable_sat_tv', 'Balkon', 'Terrasse', 'Holzfenster'];wohnung;standard;15115;;25;78;[];COMMISSION_REQUIRED;Nürnberg;90491;Mörikestrasse;47E87ABB564209439A4129FFD4046C66;15115;Immobilien Sperl e. K.;;;;4947441;1113785;Erlenstegen;Nürnberg;3430000;343000;30;4290;;;;;Erdgeschoss;frei;;;;;Öl;;;;
WOHNUNG;19;ZUM_KAUF;20020;1100;493439;FALSE;90431;EUR;['barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'Kelleranteil', 'Erdgeschoss', 'GAS', 'Etagenheizung', 'teilweise möbliert', 'Garten', 'MARMOR', 'als Ferienimmobilie geeignet', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'REINIGUNG', 'Balkon', 'Terrasse', 'Kunststofffenster'];MAISONETTE;standard;971913;150;42;90;[];COMMISSION_DEFAULT;Nürnberg;90431;;7A6772EC2ED04ECDB54835CC6E87711A;971913;Bavaria Immobilien 24 GmbH;;;;4943638;1102739;Großreuth b Schweinau;Nürnberg;5500000;550000;30;;;;;Maisonette;Erdgeschoss;;barrierefrei, als Ferienimmobilie geeignet;;;Tiefgarage;Gas;;Etagenheizung;;teilweise möbliert
WOHNUNG;a087R00001IqzTSQAZ;ZUM_KAUF;20250;8016;493484;FALSE;90461;EUR;['Neubau', 'WANNE', 'gaestewc', 'Bad/WC getrennt', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'FERN', 'Fußbodenheizung', 'PARKETT', 'ESTRICH', 'STEIN', 'FLIESEN', 'DIELEN', 'KFW40', 'abstellraum', 'offene Küche', 'Parkhaus', 'Garage', 'Stellplatz', 'Tiefgarage', 'Loggia', 'dvbt', 'Balkon', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;42969;70;49;93;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90461;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90461;Brunecker Straße;;4942062;1109433;Rangierbahnhof;Nürnberg;6150000;615000;30;;;;;;1. Geschoss;;;Erstbezug;Neubau;Garage, Parkhaus, Außen-Stellplatz, Tiefgarage;Fernwärme;KfW 40;Fußbodenheizung;Personenaufzug;
WOHNUNG;44;ZUM_KAUF;20220;10179;493434;TRUE;90443;EUR;['WANNE', 'gaestewc', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'abstellraum'];wohnung;project;32368;50;83;97;[];COMMISSION_DEFAULT;Nürnberg;90443;Leonhardstraße 29;D8AD1C09B6B5475096B556F197C4FB1F;32368;Bayerisches Immobilien Kontor GmbH;90443;Leonhardstraße;29;4945044;1105372;Gostenhof;Nürnberg;6433130;643313;30;;UNDEFINED;DE_ENV2014_CLASS_B;0;;2. Geschoss;;;;;;Gas;;Fußbodenheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19930;4979;493534;TRUE;90478;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'frei', 'Einbauküche', 'Loggia'];wohnung;standard;56336;90;67;97;[];COMMISSION_REQUIRED;Nürnberg;90478;Peterstraße 61;D0285A529F494B2595A42532077C1888;56336;Hausverwaltung Sand KG;;;;4944504;1110302;St Peter;Nürnberg;1990000;199000;20;2610;UNDEFINED;DE_ENV2014_CLASS_D;1105;;3. Geschoss;frei;;;;;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;a087R00001Ir05vQAB;ZUM_KAUF;20250;11027;493484;FALSE;90461;EUR;['Neubau', 'WANNE', 'gaestewc', 'Bad/WC getrennt', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'FERN', 'Fußbodenheizung', 'Garten', 'PARKETT', 'ESTRICH', 'STEIN', 'FLIESEN', 'DIELEN', 'KFW40', 'abstellraum', 'offene Küche', 'Parkhaus', 'Garage', 'Stellplatz', 'Tiefgarage', 'Loggia', 'dvbt', 'Terrasse', 'Kunststofffenster', 'provisionsfrei'];TERRASSEN;project;42969;70;49;93;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90461;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90461;Brunecker Straße;;4942062;1109433;Rangierbahnhof;Nürnberg;8250000;825000;40;;;;;Terrassenwohnung;Erdgeschoss;;;Erstbezug;Neubau;Garage, Parkhaus, Außen-Stellplatz, Tiefgarage;Fernwärme;KfW 40;Fußbodenheizung;Personenaufzug;
WOHNUNG;a087R00001IqzUGQAZ;ZUM_KAUF;20250;7207;493484;FALSE;90461;EUR;['Neubau', 'WANNE', 'gaestewc', 'Bad/WC getrennt', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'FERN', 'Fußbodenheizung', 'Garten', 'PARKETT', 'ESTRICH', 'STEIN', 'FLIESEN', 'DIELEN', 'KFW40', 'abstellraum', 'offene Küche', 'Parkhaus', 'Garage', 'Stellplatz', 'Tiefgarage', 'Loggia', 'dvbt', 'Terrasse', 'Kunststofffenster', 'provisionsfrei'];TERRASSEN;project;42969;70;49;93;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90461;;3F086D3C166F4B5CBA23A36936B29B0D;42969;BPD Immobilienentwicklung GmbH;90461;Brunecker Straße;;4942062;1109433;Rangierbahnhof;Nürnberg;4800000;480000;30;;;;;Terrassenwohnung;Erdgeschoss;;;Erstbezug;Neubau;Garage, Parkhaus, Außen-Stellplatz, Tiefgarage;Fernwärme;KfW 40;Fußbodenheizung;Personenaufzug;
